id,syllable,tone,speaker,gender,f0_01,f0_02,f0_03,f0_04,f0_05,f0_06,f0_07,f0_08,f0_09,f0_10,d0_01,d0_02,d0_03,d0_04,d0_05,d0_06,d0_07,d0_08,d0_09,f0_mean,f0_std,f0_min,f0_max,f0_slope,duration,voiced_ratio,f0_min_pos
10579,xiào,4,Male Voice 3,male,3.7052,3.7052,3.7052,3.7052,3.7052,3.6451,0.8823,-2.944,-6.0517,-6.0517,0.0,0.0,0.0,0.0,-0.06,-2.7629,-3.8262,-3.1077,0.0,1.0043,3.8256,-6.0517,3.8219,-11.3405,0.5866,0.3636,0.8889
1058,lì,4,Female Voice 1,female,3.3609,2.8383,4.5729,4.2335,2.5721,-0.6706,-3.6529,-7.6696,-8.6827,-9.2714,-0.5227,1.7346,-0.3394,-1.6614,-3.2427,-2.9823,-4.0167,-1.0131,-0.5887,-1.1523,5.1627,-9.2714,4.6692,-16.5079,0.7173,0.8971,1.0
10583,xiè,4,Male Voice 3,male,3.8284,3.8284,3.8284,3.8284,3.8284,2.7944,-1.1406,-5.3461,-2.7151,-0.0916,0.0,0.0,0.0,0.0,-1.034,-3.935,-4.2055,2.631,2.6235,1.2456,3.322,-6.0553,3.945,-9.0432,0.665,0.4286,0.7778
10747,zhèng,4,Male Voice 3,male,6.269,6.269,5.3094,4.3409,2.3208,2.2923,-4.8095,-7.8529,-9.5231,-9.5231,0.0,-0.9595,-0.9686,-2.0201,-0.0285,-7.1018,-3.0435,-1.6701,0.0,-0.6337,6.1765,-9.5231,6.269,-20.6492,0.4299,0.6923,0.8889
10751,zhì,4,Male Voice 3,male,4.0218,4.0218,4.0218,4.0218,3.5935,1.6711,-1.8724,-6.8946,-9.421,-9.421,0.0,0.0,0.0,-0.4283,-1.9224,-3.5435,-5.0222,-2.5264,0.0,-0.4976,5.4439,-9.421,4.1182,-17.1343,0.4038,0.5135,0.8889
10755,zhòng,4,Male Voice 3,male,6.2683,6.2683,6.2683,5.5081,3.8801,0.6293,-3.1489,-6.2989,-8.5951,-11.0725,0.0,0.0,-0.7602,-1.628,-3.2508,-3.7783,-3.15,-2.2962,-2.4775,0.1138,6.2222,-11.0725,6.3654,-20.6666,0.4038,0.7297,1.0
10759,zhòu,4,Male Voice 3,male,7.748,7.748,7.1605,4.6334,2.5064,-0.2089,-3.2226,-6.8899,-8.0602,-8.3439,0.0,-0.5875,-2.5271,-2.1271,-2.7152,-3.0138,-3.6673,-1.1703,-0.2837,0.3477,6.0653,-8.3439,7.748,-20.6796,0.3777,0.7059,1.0
10763,zhù,4,Male Voice 3,male,5.5714,5.5714,5.5714,4.188,3.4083,0.2314,-5.4384,-10.3876,-10.5933,-10.5933,0.0,0.0,-1.3835,-0.7797,-3.1769,-5.6698,-4.9492,-0.2057,0.0,-1.1034,6.7205,-10.5933,5.5714,-21.9802,0.3777,0.5294,0.8889
10767,zhuà,4,Male Voice 3,male,1.8712,1.8712,1.8712,2.5049,1.1851,-0.4862,-2.5312,-5.1074,-5.1074,-5.1074,0.0,0.0,0.6337,-1.3199,-1.6713,-2.045,-2.5762,0.0,0.0,-0.7974,3.0432,-5.1074,2.7815,-9.7596,0.4038,0.5676,0.7778
10631,yào,4,Male Voice 3,male,1.1806,1.7491,2.6711,1.6644,-0.2778,-2.5453,-6.5901,-6.4026,-0.6718,2.7693,0.5685,0.922,-1.0067,-1.9422,-2.2675,-4.0448,0.1874,5.7308,3.4411,-0.9437,3.4221,-9.0804,2.7872,-5.6319,0.4299,0.6923,0.6667
10635,yè,4,Male Voice 3,male,4.2867,2.5118,2.6551,2.7186,1.4871,-0.2053,-2.5682,-5.1627,-8.1047,-8.1047,-1.7748,0.1433,0.0635,-1.2315,-1.6924,-2.3629,-2.5945,-2.942,0.0,-0.9901,4.303,-8.1047,4.2867,-14.2189,0.3777,0.8235,0.8889
10639,yì,4,Male Voice 3,male,8.2213,6.974,-3.1756,2.7266,0.9847,-1.9236,-5.1502,-6.2063,2.015,2.9961,-1.2473,-10.1496,5.9022,-1.7419,-2.9083,-3.2267,-1.0561,8.2213,0.9811,0.0259,4.8238,-8.609,8.3541,-6.1555,0.4299,0.8205,0.7778
10643,yìn,4,Male Voice 3,male,8.3621,4.0101,-7.3842,5.2378,3.7777,0.2224,-4.1961,-7.54,-9.0591,-9.0591,-4.352,-11.3943,12.6219,-1.46,-3.5553,-4.4185,-3.3439,-1.5191,0.0,-1.8976,6.1544,-9.0591,8.3621,-14.6084,0.4822,0.7778,0.8889
10647,yìng,4,Male Voice 3,male,2.5016,2.668,2.8733,3.0835,3.8477,1.4478,-3.1073,-7.7228,-11.1608,-11.1608,0.1664,0.2052,0.2103,0.7642,-2.4,-4.555,-4.6155,-3.4379,0.0,-1.4364,5.6949,-11.1608,4.0339,-17.2319,0.5605,0.6226,0.8889
1065,lià,4,Female Voice 1,female,1.6815,1.3966,3.2483,4.2278,3.9694,1.3178,-2.3683,-6.245,-12.6816,-19.173,-0.2849,1.8517,0.9795,-0.2583,-2.6516,-3.6861,-3.8767,-6.4366,-6.4914,-1.9555,7.033,-19.173,4.3517,-19.7421,0.7434,0.9014,1.0
10587,xìn,4,Male Voice 3,male,7.7895,7.7895,7.7895,7.7895,7.5469,5.2186,-0.2767,-4.9832,-8.2002,-10.7278,0.0,0.0,0.0,-0.2426,-2.3283,-5.4953,-4.7065,-3.217,-2.5275,2.1917,6.7813,-10.7278,7.7895,-21.4393,0.6389,0.5,1.0
10591,xìng,4,Male Voice 3,male,6.4294,6.4294,6.4294,6.4294,6.4294,5.5971,2.5726,-3.0587,-6.7859,-4.2726,0.0,0.0,0.0,0.0,-0.8323,-3.0245,-5.6314,-3.7272,2.5133,2.6552,5.1171,-8.5449,6.4294,-15.3462,0.5866,0.5273,0.8889
10595,xiòng,4,Male Voice 3,male,6.0141,6.0141,6.0141,6.0141,5.7685,2.7983,-4.2722,-8.2598,-8.9929,-8.9929,0.0,0.0,0.0,-0.2456,-2.9702,-7.0705,-3.9877,-0.7331,0.0,0.3638,6.51,-8.9929,6.0141,-20.5371,0.6911,0.3939,0.8889
10599,xiù,4,Male Voice 3,male,5.8549,5.8549,5.8549,5.8549,5.8549,4.6251,1.4455,-3.541,-6.8231,2.3515,0.0,0.0,0.0,0.0,-1.2298,-3.1796,-4.9865,-3.2822,9.1746,2.628,4.3712,-7.5061,5.8549,-12.0737,0.665,0.5079,0.8889
10603,xù,4,Male Voice 3,male,6.0815,6.0815,6.0815,6.0815,6.0815,5.2113,4.508,-2.2491,-9.6351,-12.2573,0.0,0.0,0.0,0.0,-0.8702,-0.7033,-6.7572,-7.3859,-2.6223,2.0966,6.2485,-12.2573,6.0815,-17.6792,0.6128,0.3966,1.0
10651,yò,4,Male Voice 3,male,0.8371,-0.3535,1.3765,3.8226,3.4651,1.2855,-2.3696,-6.1174,-9.3704,-9.3704,-1.1906,1.7301,2.4461,-0.3575,-2.1797,-3.6551,-3.7477,-3.253,0.0,-1.4221,4.6309,-9.3704,3.9528,-12.5268,0.456,0.8333,0.8889
10655,yòng,4,Male Voice 3,male,0.9289,0.3744,2.7867,6.8049,5.9567,1.9092,-3.532,-6.9354,-10.333,-10.894,-0.5545,2.4123,4.0181,-0.8482,-4.0475,-5.4412,-3.4034,-3.3976,-0.561,-0.926,5.9439,-11.5884,6.9015,-15.638,0.5083,0.9574,1.0
10659,yòu,4,Male Voice 3,male,3.0056,4.1327,5.415,4.2369,1.9799,-2.731,-6.7118,-9.1494,-11.9794,-11.9794,1.1271,1.2823,-1.1781,-2.257,-4.7108,-3.9809,-2.4376,-2.83,0.0,-2.2191,6.6287,-12.1146,5.5182,-21.5587,0.4038,0.8108,0.8889
10663,yù,4,Male Voice 3,male,4.6876,3.2469,3.8747,3.7889,3.2311,1.159,-2.3159,-5.5927,-8.0082,-8.2471,-1.4407,0.6278,-0.0858,-0.5578,-2.0721,-3.4749,-3.2768,-2.4155,-0.2389,-0.3173,4.8317,-8.609,4.6876,-15.6113,0.3777,0.9412,1.0
10667,yuàn,4,Male Voice 3,male,4.4682,4.1866,-6.9638,4.5311,4.3115,2.7105,-0.149,-3.5707,-5.7027,-4.6282,-0.2817,-11.1504,11.4949,-0.2195,-1.601,-2.8595,-3.4217,-2.132,1.0745,-0.5491,4.6201,-7.9296,4.8004,-6.737,0.456,0.9048,0.2222
10671,yuè,4,Male Voice 3,male,-5.969,-6.1669,-7.2059,5.3891,5.2439,3.6212,1.372,-1.3504,-4.803,-8.6946,-0.1979,-1.039,12.595,-0.1452,-1.6227,-2.2493,-2.7224,-3.4526,-3.8916,-1.7759,5.2064,-8.6946,5.4945,0.4176,0.4038,0.8378,1.0
10675,yùn,4,Male Voice 3,male,2.182,0.5341,0.1029,3.2101,4.3893,2.8072,-1.6788,-6.3115,-10.7783,-10.7875,-1.648,-0.4311,3.1072,1.1792,-1.5821,-4.486,-4.6327,-4.4668,-0.0092,-1.3852,5.2032,-10.7875,4.4234,-13.8654,0.456,0.8571,1.0
10679,zà,4,Male Voice 3,male,4.2782,4.2782,4.2782,4.2782,2.845,0.4125,-2.8729,-6.6105,-7.0349,-7.0349,0.0,0.0,0.0,-1.4332,-2.4325,-3.2854,-3.7376,-0.4244,0.0,-0.2341,4.7087,-7.0349,4.2782,-15.3656,0.3777,0.4706,0.8889
10683,zài,4,Male Voice 3,male,5.8485,5.8485,5.8485,5.3723,3.8156,1.2953,-2.8588,-7.1307,-5.1783,-4.8679,0.0,0.0,-0.4762,-1.5567,-2.5203,-4.1541,-4.2719,1.9523,0.3104,0.6335,5.3088,-10.0037,5.8485,-16.7773,0.4299,0.6667,0.7778
10687,zàn,4,Male Voice 3,male,6.3262,6.3262,6.3262,4.9028,3.5863,0.2352,-3.1679,-6.7825,-8.7799,-8.2261,0.0,0.0,-1.4234,-1.3165,-3.3511,-3.403,-3.6146,-1.9975,0.5538,0.1159,5.8822,-10.7183,6.3262,-19.5606,0.4299,0.6667,0.8889
10691,zàng,4,Male Voice 3,male,3.9472,3.9472,3.9472,1.9825,0.1107,-2.522,-4.1731,-4.1731,-4.1731,-4.1731,0.0,0.0,-1.9648,-1.8718,-2.6327,-1.6511,0.0,0.0,0.0,-0.5397,3.5328,-4.1731,3.9472,-11.5502,0.4299,0.3333,0.6667
10695,zào,4,Male Voice 3,male,2.3864,2.3864,2.3864,2.3864,1.6234,0.2053,-2.5365,-4.1951,-4.1951,-4.1951,0.0,0.0,0.0,-0.763,-1.4181,-2.7418,-1.6586,0.0,0.0,-0.3407,2.8733,-4.1951,2.3864,-9.2514,0.4038,0.3784,0.7778
10607,xuàn,4,Male Voice 3,male,6.3838,6.3838,6.3838,6.3838,6.3034,4.8778,0.2271,-4.3907,-8.6596,-10.6474,0.0,0.0,0.0,-0.0804,-1.4256,-4.6508,-4.6177,-4.269,-1.9878,1.6175,6.1857,-10.6474,6.3838,-19.0962,0.665,0.5079,1.0
10611,xuè,4,Male Voice 3,male,4.7707,4.7707,4.7707,4.7707,4.7707,4.5199,0.7111,-3.6371,-8.0286,-8.4179,0.0,0.0,0.0,0.0,-0.2508,-3.8088,-4.3482,-4.3915,-0.3893,1.2145,4.9692,-8.4179,4.9815,-14.8694,0.6128,0.4138,1.0
10615,xùn,4,Male Voice 3,male,8.1932,8.1932,8.1932,8.1932,8.1889,5.5939,0.9727,-4.5521,-7.726,-10.1597,0.0,0.0,0.0,-0.0043,-2.5951,-4.6212,-5.5248,-3.174,-2.4337,2.7951,6.6147,-10.1597,8.1932,-20.8307,0.5605,0.5472,1.0
10619,yà,4,Male Voice 3,male,0.8628,0.4736,-0.3463,2.6402,0.9311,-2.1938,-2.6133,-2.6133,-2.6133,-2.6133,-0.3892,-0.8199,2.9865,-1.7091,-3.1249,-0.4195,0.0,0.0,0.0,-1.2809,3.1468,-10.8887,3.1911,-3.0564,0.4822,0.5333,0.6667
10623,yàn,4,Male Voice 3,male,-8.7065,-8.6814,4.9637,5.8649,5.3458,3.2085,-1.0575,-4.8876,-11.2643,-11.293,0.0251,13.6451,0.9013,-0.5191,-2.1373,-4.266,-3.8301,-6.3767,-0.0287,-2.4513,6.4314,-11.293,5.8649,-5.1037,0.4038,0.8378,1.0
10627,yàng,4,Male Voice 3,male,2.3354,1.9628,1.9429,1.9558,0.871,-1.2521,-4.247,-7.8697,-10.7974,-10.7974,-0.3726,-0.0198,0.0128,-1.0848,-2.1231,-2.9949,-3.6227,-2.9276,0.0,-2.4688,5.0873,-10.7974,2.3766,-16.4976,0.3254,0.5862,0.8889
10699,zè,4,Male Voice 3,male,4.0482,4.0482,4.0482,4.0409,3.6674,1.8228,-1.7283,-5.845,-7.9876,-7.9876,0.0,0.0,-0.0072,-0.3736,-1.8445,-3.5511,-4.1167,-2.1426,0.0,-0.0615,4.8588,-7.9876,4.124,-15.4026,0.4299,0.5641,0.8889
10703,zèi,4,Male Voice 3,male,5.6833,5.6833,5.6833,5.6833,4.6914,2.6105,-2.2529,-9.7517,-12.6497,-12.6497,0.0,0.0,0.0,-0.9919,-2.0809,-4.8634,-7.4988,-2.898,0.0,-0.4024,7.2318,-12.6497,5.6833,-22.849,0.456,0.5238,0.8889
10707,zèn,4,Male Voice 3,male,5.4414,5.4414,5.4084,4.5049,1.3965,-3.0099,-6.4255,-9.7378,-11.5094,-11.5094,0.0,-0.0329,-0.9035,-3.1084,-4.4064,-3.4156,-3.3123,-1.7717,0.0,-1.9194,6.8027,-11.5094,5.4414,-22.7592,0.5344,0.56,0.8889
10711,zèng,4,Male Voice 3,male,7.5047,7.5047,7.5047,6.1572,4.4899,0.6861,-3.7827,-6.925,-8.5058,-9.5328,0.0,0.0,-1.3475,-1.6673,-3.8038,-4.4688,-3.1423,-1.5807,-1.0271,0.6419,6.5039,-9.5328,7.5047,-21.7542,0.456,0.7143,1.0
10715,zhà,4,Male Voice 3,male,5.6195,5.6195,5.6195,4.2218,3.0065,0.6215,-1.9591,-4.9767,-7.6541,-8.8308,0.0,0.0,-1.3977,-1.2153,-2.385,-2.5806,-3.0176,-2.6774,-1.1766,0.2299,5.2263,-8.8308,5.6195,-17.4889,0.2993,0.6923,1.0
10719,zhài,4,Male Voice 3,male,3.7945,3.7945,3.7945,3.2328,1.5832,-0.7879,-4.7665,-6.4925,-6.4925,-6.4925,0.0,0.0,-0.5617,-1.6495,-2.3712,-3.9786,-1.7261,0.0,0.0,-0.8149,4.3756,-6.4925,3.811,-14.4341,0.3777,0.5294,0.7778
2527,zhàng,4,Female Voice 1,female,5.292,5.292,5.1625,4.9665,3.7796,1.3865,-1.6993,-5.8173,-14.6821,-19.2553,0.0,-0.1295,-0.196,-1.1869,-2.393,-3.0859,-4.118,-8.8648,-4.5731,-1.0512,7.966,-19.2553,5.292,-24.506,0.6128,0.7759,1.0
2531,zhào,4,Female Voice 1,female,4.9555,4.9555,3.0849,2.306,0.6576,-2.0085,-4.4282,-6.4512,-6.4512,-6.4512,0.0,-1.8706,-0.7789,-1.6485,-2.666,-2.4197,-2.023,0.0,0.0,-1.0364,4.3171,-6.4512,4.9555,-14.6727,0.5344,0.66,0.7778
2535,zhè,4,Female Voice 1,female,4.9849,4.9849,4.9849,5.7997,4.6723,1.5552,-3.5346,-6.577,-17.2438,-1.0479,0.0,0.0,0.8148,-1.1273,-3.1171,-5.0898,-3.0424,-10.6668,16.1958,-0.4164,7.2357,-18.3802,5.8257,-19.6505,0.7434,0.7042,0.8889
2539,zhèi,4,Female Voice 1,female,5.867,5.867,5.8626,5.7123,4.3628,1.3391,-2.3652,-4.8599,-17.5509,-18.398,0.0,-0.0044,-0.1503,-1.3495,-3.0237,-3.7043,-2.4947,-12.691,-0.8472,-0.4817,7.7317,-18.398,5.905,-23.9781,0.665,0.8571,1.0
2543,zhèn,4,Female Voice 1,female,5.5283,5.5283,5.5849,5.2569,3.6114,0.4849,-2.3076,-4.9269,-11.946,-14.0046,0.0,0.0566,-0.328,-1.6455,-3.1265,-2.7925,-2.6193,-7.0192,-2.0586,-0.2641,6.4552,-14.7322,5.7097,-20.8581,0.6911,0.7273,1.0
2547,zhèng,4,Female Voice 1,female,5.6215,5.6215,5.5364,5.1082,3.7763,1.3957,-1.5686,-4.3986,-5.5128,-15.4151,0.0,-0.0852,-0.4282,-1.3318,-2.3806,-2.9644,-2.83,-1.1142,-9.9023,0.2479,6.2329,-15.6689,5.6215,-19.4273,0.6128,0.8103,1.0
2551,zhì,4,Female Voice 1,female,4.6238,4.6238,4.0438,4.2174,3.283,0.5481,-3.9397,-8.7873,-8.3307,-5.167,0.0,-0.58,0.1736,-0.9344,-2.735,-4.4877,-4.8476,0.4566,3.1636,-0.4941,5.419,-12.392,4.6238,-16.6684,0.6911,0.6818,0.7778
2655,bàn,4,Female Voice 2,female,4.4387,3.802,3.8452,3.4639,2.6949,0.836,-2.6439,-5.5527,-7.5114,-6.8065,-0.6367,0.0432,-0.3813,-0.769,-1.8589,-3.4799,-2.9088,-1.9587,0.7049,-0.2803,4.4903,-7.6674,4.4387,-14.7114,0.4038,0.9459,0.8889
2659,bàng,4,Female Voice 2,female,3.7067,3.254,3.2226,2.9485,1.5838,-0.2386,-2.0194,-3.5337,-4.7432,-5.9266,-0.4527,-0.0314,-0.2742,-1.3647,-1.8224,-1.7808,-1.5143,-1.2095,-1.1834,-0.0884,3.3262,-5.9266,3.7067,-11.2101,0.4038,0.9459,1.0
2663,bào,4,Female Voice 2,female,3.8679,3.6701,3.4614,3.2398,2.1881,0.0434,-2.6279,-5.541,-11.5596,-18.1864,-0.1978,-0.2087,-0.2216,-1.0516,-2.1447,-2.6714,-2.913,-6.0187,-6.6268,-1.7462,6.5999,-18.2235,3.8679,-20.5405,0.4299,0.8205,1.0
2667,bèi,4,Female Voice 2,female,1.3646,0.9446,0.8219,-0.2198,-2.6482,-10.3798,8.2359,4.2804,-4.0228,-14.9046,-0.42,-0.1227,-1.0417,-2.4284,-7.7316,18.6157,-3.9555,-8.3031,-10.8818,-1.2395,6.2159,-17.4288,9.6125,-6.5344,0.4822,0.7333,1.0
2671,bèn,4,Female Voice 2,female,3.539,3.3596,2.8417,1.4437,-0.631,-3.3117,-7.072,-8.4999,-8.4999,-8.4999,-0.1794,-0.5179,-1.3979,-2.0748,-2.6807,-3.7603,-1.4278,0.0,0.0,-2.5248,4.901,-8.4999,3.539,-16.4226,0.5083,0.6383,0.7778
2675,bèng,4,Female Voice 2,female,4.5887,4.7489,4.4135,4.0267,2.1043,-0.7732,-2.8862,-4.8808,-7.8265,-6.7732,0.1602,-0.3354,-0.3868,-1.9224,-2.8775,-2.113,-1.9946,-2.9457,1.0533,-0.3383,4.7402,-9.0405,4.7489,-15.8468,0.4038,0.9459,0.8889
2631,ài,4,Female Voice 2,female,3.9175,3.7043,3.5299,2.6426,1.253,-1.0452,-4.1103,-8.0313,-6.1848,-6.1848,-0.2133,-0.1744,-0.8873,-1.3897,-2.2981,-3.0651,-3.921,1.8465,0.0,-1.0427,4.3706,-8.7226,3.9175,-14.3498,0.5866,0.8364,0.7778
2635,àn,4,Female Voice 2,female,2.9919,3.9466,4.2459,3.4581,1.8509,-0.2177,-1.8749,-4.0275,-6.4796,-8.5555,0.9548,0.2993,-0.7878,-1.6072,-2.0686,-1.6571,-2.1527,-2.452,-2.076,-0.2487,4.0704,-8.5555,4.2599,-13.3711,0.5083,0.9362,1.0
2639,àng,4,Female Voice 2,female,3.1828,5.0995,5.616,4.2571,0.7318,-2.6867,-6.5493,-10.0248,-12.7665,-15.9041,1.9168,0.5164,-1.3589,-3.5253,-3.4185,-3.8626,-3.4755,-2.7417,-3.1376,-2.4498,7.1975,-16.6105,5.67,-23.5448,0.6911,0.8485,1.0
2643,ào,4,Female Voice 2,female,0.3794,1.3854,2.2425,1.0068,-2.3604,-5.8159,-9.2386,5.6126,6.5528,6.5528,1.0061,0.857,-1.2357,-3.3672,-3.4554,-3.4228,14.8512,0.9402,0.0,0.3961,4.9367,-10.3308,8.9654,3.731,0.5605,0.7358,0.6667
2647,bà,4,Female Voice 2,female,3.9876,4.3785,4.5982,4.0357,2.0879,-0.4506,-2.4121,-6.8462,-12.8064,-11.3033,0.3909,0.2197,-0.5625,-1.9479,-2.5384,-1.9615,-4.4341,-5.9601,1.503,-1.4253,6.3965,-14.8939,4.6363,-20.4474,0.5083,0.8298,0.8889
2651,bài,4,Female Voice 2,female,4.9725,4.2744,3.8718,3.3613,2.1332,0.0449,-2.9823,-6.1589,-8.4818,-19.1996,-0.6982,-0.4025,-0.5105,-1.2281,-2.0884,-3.0272,-3.1765,-2.323,-10.7177,-1.5831,6.9106,-19.7534,4.9725,-21.4928,0.5344,0.9,1.0
2579,zhuàng,4,Female Voice 1,female,5.1393,5.1393,5.9799,6.1319,4.3952,1.0166,-3.3778,-8.378,-17.5262,-14.9883,0.0,0.8406,0.1521,-1.7368,-3.3786,-4.3944,-5.0002,-9.1482,2.5379,-1.1979,8.155,-19.2355,6.1458,-25.608,0.665,0.8413,0.8889
2583,zhuì,4,Female Voice 1,female,5.1041,5.1041,4.8171,4.3765,2.503,-0.7386,-3.8299,-6.683,-15.7562,-0.863,0.0,-0.287,-0.4406,-1.8734,-3.2416,-3.0913,-2.8531,-9.0732,14.8932,-0.4937,5.909,-17.3964,5.1041,-17.0278,0.665,0.7302,0.8889
2587,zhùn,4,Female Voice 1,female,4.264,4.264,4.264,3.9282,3.3666,1.9653,-1.8513,-5.1454,-9.3553,-10.958,0.0,0.0,-0.3358,-0.5617,-1.4012,-3.8166,-3.2941,-4.2099,-1.6027,-0.3277,5.4373,-10.958,4.264,-17.2316,0.6389,0.6833,1.0
2591,zhuò,4,Female Voice 1,female,4.9003,4.9003,4.7715,4.0197,2.0946,-0.9187,-4.1832,-6.7468,-5.6405,-1.9092,0.0,-0.1288,-0.7518,-1.9251,-3.0132,-3.2645,-2.5636,1.1063,3.7313,-0.0711,4.466,-7.1988,4.9003,-14.2124,0.7695,0.7123,0.7778
2595,zì,4,Female Voice 1,female,3.5575,3.5575,3.5575,3.9633,2.9481,0.2219,-3.4625,-7.4427,-10.2405,-10.2405,0.0,0.0,0.4058,-1.0152,-2.7262,-3.6844,-3.9802,-2.7978,0.0,-1.2007,5.531,-10.2405,4.0053,-17.7042,0.7173,0.6176,0.8889
2599,zòng,4,Female Voice 1,female,4.523,4.523,4.523,4.8639,4.7051,2.0204,-1.4985,-6.4799,-11.9042,-3.0177,0.0,0.0,0.3409,-0.1588,-2.6847,-3.5189,-4.9815,-5.4242,8.8864,0.4858,5.0161,-12.8648,4.9792,-15.0248,0.7434,0.6901,0.8889
2603,zòu,4,Female Voice 1,female,6.4326,6.4326,6.4326,6.0621,4.6933,1.8538,-2.2666,-5.6253,-10.9069,-14.938,0.0,0.0,-0.3705,-1.3688,-2.8395,-4.1204,-3.3587,-5.2815,-4.0311,0.094,7.2119,-15.2748,6.4326,-23.1437,0.6911,0.7424,1.0
2607,zù,4,Female Voice 1,female,6.0693,6.0693,5.875,5.9925,4.1796,1.0204,-2.8744,-5.2901,-10.0684,-13.82,0.0,-0.1942,0.1174,-1.8129,-3.1592,-3.8948,-2.4157,-4.7783,-3.7516,-0.0526,6.964,-18.361,6.1682,-22.2217,0.7956,0.7763,1.0
2611,zuàn,4,Female Voice 1,female,4.3811,4.3811,4.2993,3.9356,2.0939,-1.4582,-5.7841,-8.9588,-8.9588,-8.9588,0.0,-0.0818,-0.3637,-1.8417,-3.5521,-4.3259,-3.1747,0.0,0.0,-1.4001,5.6106,-8.9588,4.3811,-18.4922,0.7434,0.5634,0.7778
2615,zuì,4,Female Voice 1,female,6.3519,6.3519,5.7721,5.7873,3.7938,0.272,-2.8824,-7.8637,-12.3779,2.2865,0.0,-0.5798,0.0151,-1.9935,-3.5217,-3.1544,-4.9813,-4.5141,14.6644,-0.0858,6.8146,-14.7592,6.3519,-20.4083,0.5866,0.8,0.8889
2619,zùn,4,Female Voice 1,female,4.8749,4.8749,4.8659,4.7384,4.0527,1.3828,-2.3113,-5.3431,-10.7008,-14.9984,0.0,-0.0091,-0.1274,-0.6857,-2.6699,-3.6941,-3.0318,-5.3577,-4.2976,-0.4686,6.4191,-15.8437,4.9898,-20.2693,0.6911,0.7424,1.0
2623,zuò,4,Female Voice 1,female,3.5427,3.5427,3.4556,2.7894,1.451,-2.0865,-6.1636,-10.7382,5.5704,5.8942,0.0,-0.0872,-0.6662,-1.3384,-3.5375,-4.0771,-4.5746,16.3086,0.3238,0.7279,4.8653,-11.043,5.8942,-4.2319,0.6911,0.697,0.7778
2627,à,4,Female Voice 2,female,2.1387,3.141,3.3862,2.8502,1.2188,-0.8911,-3.6205,-8.0448,-10.999,-10.5677,1.0023,0.2452,-0.536,-1.6315,-2.1099,-2.7294,-4.4242,-2.9543,0.4313,-2.0787,5.5335,-12.5528,3.4798,-17.8065,0.5083,0.7234,0.8889
2499,zè,4,Female Voice 1,female,5.2787,5.2787,5.4801,4.8136,3.4865,-0.5654,-3.869,-7.4934,-19.3469,-0.8921,0.0,0.2015,-0.6666,-1.327,-4.0519,-3.3036,-3.6244,-11.8535,18.4548,-0.8612,7.0198,-19.4491,5.6322,-20.7079,0.7173,0.7206,0.8889
2503,zèi,4,Female Voice 1,female,6.2777,6.2777,6.1398,5.8702,4.9912,2.283,-1.5756,-5.1717,-14.9021,-12.2964,0.0,-0.1379,-0.2696,-0.879,-2.7082,-3.8586,-3.5961,-9.7304,2.6057,0.0408,7.529,-18.3089,6.2777,-23.4136,0.7434,0.7746,0.8889
2507,zèn,4,Female Voice 1,female,5.4153,5.4153,5.4153,5.0135,3.9436,0.8283,-3.1468,-6.5723,-7.5187,-4.9904,0.0,0.0,-0.4018,-1.0698,-3.1154,-3.9751,-3.4255,-0.9464,2.5283,0.3224,5.1846,-8.1041,5.4153,-16.8008,0.6911,0.7121,0.8889
2511,zèng,4,Female Voice 1,female,6.2188,6.2188,5.1518,4.8417,3.4978,0.5606,-2.5912,-4.1539,-12.4554,-15.6109,0.0,-1.067,-0.31,-1.3439,-2.9373,-3.1517,-1.5628,-8.3014,-3.1555,-0.2934,6.8852,-16.0348,6.2188,-21.719,0.6128,0.8793,1.0
2515,zhà,4,Female Voice 1,female,3.7095,3.7095,3.1111,2.5733,0.8535,-1.245,-4.2395,-7.897,-7.897,-7.897,0.0,-0.5985,-0.5378,-1.7198,-2.0985,-2.9944,-3.6575,0.0,0.0,-1.4704,4.6386,-7.897,3.7095,-15.4853,0.6128,0.6379,0.7778
2519,zhài,4,Female Voice 1,female,4.4344,4.4344,4.367,3.1111,1.6958,-0.4527,-2.5734,-4.2122,-5.589,-5.3973,0.0,-0.0675,-1.2559,-1.4153,-2.1484,-2.1207,-1.6388,-1.3768,0.1917,0.0276,3.8221,-5.8286,4.4382,-12.938,0.5344,0.72,0.8889
2523,zhàn,4,Female Voice 1,female,4.8225,4.8225,4.3364,3.9047,2.8517,0.3612,-2.5894,-5.1859,-7.1222,-4.9867,0.0,-0.4861,-0.4317,-1.053,-2.4905,-2.9506,-2.5965,-1.9363,2.1355,0.1561,4.4189,-8.2517,4.8225,-14.5691,0.6389,0.7833,0.8889
2555,zhòng,4,Female Voice 1,female,6.0786,6.0786,5.7959,5.5361,3.7245,0.0605,-4.0734,-7.6462,-12.8117,-3.249,0.0,-0.2826,-0.2598,-1.8115,-3.6641,-4.1338,-3.5728,-5.1655,9.5627,-0.2105,6.4453,-13.2228,6.0786,-20.4436,0.665,0.746,0.8889
2559,zhòu,4,Female Voice 1,female,5.9382,5.9382,5.9021,5.5451,3.5745,0.0956,-3.9966,-6.0628,-11.7175,-11.3759,0.0,-0.036,-0.357,-1.9706,-3.4789,-4.0921,-2.0663,-5.6547,0.3416,-0.373,6.577,-14.129,5.95,-21.5893,0.6389,0.8167,0.8889
